2026-03-28 21:08:11,270 | pddl_planner.planner | DEBUG | Building SSA for predicate: the agent is holding any objects
2026-03-28 21:09:05,577 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,580 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,580 | pddl_planner.llm | DEBUG | Substitution: {orange: red, ?V64: orange} between "is on top of(orange, red)" and "block  is directly above block(?V64, orange)"
2026-03-28 21:09:05,580 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [orange, ?V64]
2026-03-28 21:09:05,580 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [orange, ?V64]
2026-03-28 21:09:05,580 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,580 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,580 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,581 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,581 | pddl_planner.llm | DEBUG | Substitution: {orange: red, ?V64: orange} between "is on top of(orange, red)" and "block  is directly above block(?V64, orange)"
2026-03-28 21:09:05,581 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [orange, ?V64]
2026-03-28 21:09:05,581 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [orange, ?V64]
2026-03-28 21:09:05,581 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,581 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,581 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,582 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,582 | pddl_planner.llm | DEBUG | Substitution: {orange: red, ?V64: orange} between "is on top of(orange, red)" and "block  is directly above block(?V64, orange)"
2026-03-28 21:09:05,582 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [orange, ?V64]
2026-03-28 21:09:05,582 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [orange, ?V64]
2026-03-28 21:09:05,582 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,582 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,582 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,584 | pddl_planner.planner | INFO | Predicate "orange is on top of ?V41" (name="is on top of") not in domain — attempting LLM entailment
2026-03-28 21:09:05,584 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of ?V41"
2026-03-28 21:09:05,585 | pddl_planner.llm | DEBUG | Substitution: {?b2: ?V41, ?b1: orange} between "is on top of(orange, ?V41)" and "block  is directly above block(?b1, ?b2)"
2026-03-28 21:09:05,585 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [?b2, ?b1]
2026-03-28 21:09:05,585 | pddl_planner.llm | DEBUG | Permutation: (orange, ?V41) for keys [?b2, ?b1]
2026-03-28 21:09:05,585 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of ?V41" vs "block ?V41 is directly above block orange"
2026-03-28 21:09:05,585 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of ?V41" entailed by "block ?V41 is directly above block orange"? 0/5 yes ([False, False, False, False, False])
2026-03-28 21:09:05,585 | pddl_planner.llm | DEBUG | Permutation: (?V41, orange) for keys [?b2, ?b1]
2026-03-28 21:09:05,585 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of ?V41" vs "block orange is directly above block ?V41"
2026-03-28 21:09:05,585 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of ?V41" entailed by "block orange is directly above block ?V41"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,585 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, ?V41)" -> "block  is directly above block"
2026-03-28 21:09:05,591 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,591 | pddl_planner.llm | DEBUG | Substitution: {?V41: red} between "is on top of(orange, red)" and "block  is directly above block(orange, ?V41)"
2026-03-28 21:09:05,591 | pddl_planner.llm | DEBUG | Permutation: (red,) for keys [?V41]
2026-03-28 21:09:05,591 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,591 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,591 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,591 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,591 | pddl_planner.llm | DEBUG | Substitution: {orange: red, red: orange} between "is on top of(orange, red)" and "block  is directly above block(red, orange)"
2026-03-28 21:09:05,591 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [orange, red]
2026-03-28 21:09:05,591 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [orange, red]
2026-03-28 21:09:05,592 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,592 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,592 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,592 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,593 | pddl_planner.llm | DEBUG | Substitution: {orange: red, ?V64: orange} between "is on top of(orange, red)" and "block  is directly above block(?V64, orange)"
2026-03-28 21:09:05,593 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [orange, ?V64]
2026-03-28 21:09:05,593 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [orange, ?V64]
2026-03-28 21:09:05,593 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,593 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,593 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,593 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,593 | pddl_planner.llm | DEBUG | Substitution: {?V41: red} between "is on top of(orange, red)" and "block  is directly above block(orange, ?V41)"
2026-03-28 21:09:05,593 | pddl_planner.llm | DEBUG | Permutation: (red,) for keys [?V41]
2026-03-28 21:09:05,593 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,594 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,594 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,595 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,595 | pddl_planner.llm | DEBUG | Substitution: {orange: red, ?V64: orange} between "is on top of(orange, red)" and "block  is directly above block(?V64, orange)"
2026-03-28 21:09:05,595 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [orange, ?V64]
2026-03-28 21:09:05,595 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [orange, ?V64]
2026-03-28 21:09:05,596 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,596 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,596 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,596 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,596 | pddl_planner.llm | DEBUG | Substitution: {?V41: red} between "is on top of(orange, red)" and "block  is directly above block(orange, ?V41)"
2026-03-28 21:09:05,596 | pddl_planner.llm | DEBUG | Permutation: (red,) for keys [?V41]
2026-03-28 21:09:05,596 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,596 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,596 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,598 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,598 | pddl_planner.llm | DEBUG | Substitution: {orange: red, ?V64: orange} between "is on top of(orange, red)" and "block  is directly above block(?V64, orange)"
2026-03-28 21:09:05,598 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [orange, ?V64]
2026-03-28 21:09:05,598 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [orange, ?V64]
2026-03-28 21:09:05,598 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,598 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,598 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,598 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,599 | pddl_planner.llm | DEBUG | Substitution: {?V41: red} between "is on top of(orange, red)" and "block  is directly above block(orange, ?V41)"
2026-03-28 21:09:05,599 | pddl_planner.llm | DEBUG | Permutation: (red,) for keys [?V41]
2026-03-28 21:09:05,599 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,599 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,599 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,601 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,601 | pddl_planner.llm | DEBUG | Substitution: {orange: red, ?V64: orange} between "is on top of(orange, red)" and "block  is directly above block(?V64, orange)"
2026-03-28 21:09:05,601 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [orange, ?V64]
2026-03-28 21:09:05,601 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [orange, ?V64]
2026-03-28 21:09:05,601 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,601 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,601 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,602 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,602 | pddl_planner.llm | DEBUG | Substitution: {orange: red, ?V64: orange} between "is on top of(orange, red)" and "block  is directly above block(?V64, orange)"
2026-03-28 21:09:05,602 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [orange, ?V64]
2026-03-28 21:09:05,602 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [orange, ?V64]
2026-03-28 21:09:05,602 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,602 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,602 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,603 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,603 | pddl_planner.llm | DEBUG | Substitution: {orange: red, ?V64: orange} between "is on top of(orange, red)" and "block  is directly above block(?V64, orange)"
2026-03-28 21:09:05,603 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [orange, ?V64]
2026-03-28 21:09:05,603 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [orange, ?V64]
2026-03-28 21:09:05,603 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,603 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,603 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,612 | pddl_planner.planner | INFO | Predicate "orange is on top of ?V41" (name="is on top of") not in domain — attempting LLM entailment
2026-03-28 21:09:05,612 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of ?V41"
2026-03-28 21:09:05,612 | pddl_planner.llm | DEBUG | Substitution: {?b2: ?V41, ?b1: orange} between "is on top of(orange, ?V41)" and "block  is directly above block(?b1, ?b2)"
2026-03-28 21:09:05,612 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [?b2, ?b1]
2026-03-28 21:09:05,612 | pddl_planner.llm | DEBUG | Permutation: (orange, ?V41) for keys [?b2, ?b1]
2026-03-28 21:09:05,613 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of ?V41" vs "block ?V41 is directly above block orange"
2026-03-28 21:09:05,613 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of ?V41" entailed by "block ?V41 is directly above block orange"? 0/5 yes ([False, False, False, False, False])
2026-03-28 21:09:05,613 | pddl_planner.llm | DEBUG | Permutation: (?V41, orange) for keys [?b2, ?b1]
2026-03-28 21:09:05,613 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of ?V41" vs "block orange is directly above block ?V41"
2026-03-28 21:09:05,613 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of ?V41" entailed by "block orange is directly above block ?V41"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,613 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, ?V41)" -> "block  is directly above block"
2026-03-28 21:09:05,670 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,671 | pddl_planner.llm | DEBUG | Substitution: {orange: red, ?V64: orange} between "is on top of(orange, red)" and "block  is directly above block(?V64, orange)"
2026-03-28 21:09:05,671 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [orange, ?V64]
2026-03-28 21:09:05,671 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [orange, ?V64]
2026-03-28 21:09:05,671 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,671 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,671 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,673 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,673 | pddl_planner.llm | DEBUG | Substitution: {orange: red} between "is on top of(orange, red)" and "block  is directly above block(orange, orange)"
2026-03-28 21:09:05,673 | pddl_planner.llm | DEBUG | Permutation: (red,) for keys [orange]
2026-03-28 21:09:05,673 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block red is directly above block red"
2026-03-28 21:09:05,673 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block red is directly above block red"? 0/5 yes ([False, False, False, False, False])
2026-03-28 21:09:05,673 | pddl_planner.llm | WARNING | No entailment found for "orange is on top of red" against 1 candidates
2026-03-28 21:09:05,674 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,674 | pddl_planner.llm | DEBUG | Substitution: {?V41: red} between "is on top of(orange, red)" and "block  is directly above block(orange, ?V41)"
2026-03-28 21:09:05,674 | pddl_planner.llm | DEBUG | Permutation: (red,) for keys [?V41]
2026-03-28 21:09:05,674 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,674 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,674 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,675 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,675 | pddl_planner.llm | DEBUG | Substitution: {orange: red, ?V64: orange} between "is on top of(orange, red)" and "block  is directly above block(?V64, orange)"
2026-03-28 21:09:05,675 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [orange, ?V64]
2026-03-28 21:09:05,675 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [orange, ?V64]
2026-03-28 21:09:05,675 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,675 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,675 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,676 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,676 | pddl_planner.llm | DEBUG | Substitution: {?V41: red} between "is on top of(orange, red)" and "block  is directly above block(orange, ?V41)"
2026-03-28 21:09:05,676 | pddl_planner.llm | DEBUG | Permutation: (red,) for keys [?V41]
2026-03-28 21:09:05,676 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,676 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,676 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,678 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,678 | pddl_planner.llm | DEBUG | Substitution: {?V41: red} between "is on top of(orange, red)" and "block  is directly above block(orange, ?V41)"
2026-03-28 21:09:05,678 | pddl_planner.llm | DEBUG | Permutation: (red,) for keys [?V41]
2026-03-28 21:09:05,678 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,678 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,678 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,679 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,679 | pddl_planner.llm | DEBUG | Substitution: {orange: red, red: orange} between "is on top of(orange, red)" and "block  is directly above block(red, orange)"
2026-03-28 21:09:05,679 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [orange, red]
2026-03-28 21:09:05,679 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [orange, red]
2026-03-28 21:09:05,679 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,679 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,679 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,680 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,680 | pddl_planner.llm | DEBUG | Substitution: {?V41: red} between "is on top of(orange, red)" and "block  is directly above block(orange, ?V41)"
2026-03-28 21:09:05,680 | pddl_planner.llm | DEBUG | Permutation: (red,) for keys [?V41]
2026-03-28 21:09:05,680 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,680 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,680 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,682 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,682 | pddl_planner.llm | DEBUG | Substitution: {orange: red, ?V64: orange} between "is on top of(orange, red)" and "block  is directly above block(?V64, orange)"
2026-03-28 21:09:05,682 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [orange, ?V64]
2026-03-28 21:09:05,682 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [orange, ?V64]
2026-03-28 21:09:05,682 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,682 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,682 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,683 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,683 | pddl_planner.llm | DEBUG | Substitution: {?V41: red} between "is on top of(orange, red)" and "block  is directly above block(orange, ?V41)"
2026-03-28 21:09:05,683 | pddl_planner.llm | DEBUG | Permutation: (red,) for keys [?V41]
2026-03-28 21:09:05,683 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,683 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,683 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,685 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,685 | pddl_planner.llm | DEBUG | Substitution: {orange: red, ?V64: orange} between "is on top of(orange, red)" and "block  is directly above block(?V64, orange)"
2026-03-28 21:09:05,685 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [orange, ?V64]
2026-03-28 21:09:05,685 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [orange, ?V64]
2026-03-28 21:09:05,685 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,685 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,685 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,685 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,686 | pddl_planner.llm | DEBUG | Substitution: {?V41: red} between "is on top of(orange, red)" and "block  is directly above block(orange, ?V41)"
2026-03-28 21:09:05,686 | pddl_planner.llm | DEBUG | Permutation: (red,) for keys [?V41]
2026-03-28 21:09:05,686 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,686 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,686 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,688 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,688 | pddl_planner.llm | DEBUG | Substitution: {orange: red, ?V64: orange} between "is on top of(orange, red)" and "block  is directly above block(?V64, orange)"
2026-03-28 21:09:05,688 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [orange, ?V64]
2026-03-28 21:09:05,688 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [orange, ?V64]
2026-03-28 21:09:05,688 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,688 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,688 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,688 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,689 | pddl_planner.llm | DEBUG | Substitution: {?V41: red} between "is on top of(orange, red)" and "block  is directly above block(orange, ?V41)"
2026-03-28 21:09:05,689 | pddl_planner.llm | DEBUG | Permutation: (red,) for keys [?V41]
2026-03-28 21:09:05,689 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,689 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,689 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,691 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,691 | pddl_planner.llm | DEBUG | Substitution: {orange: red, ?V64: orange} between "is on top of(orange, red)" and "block  is directly above block(?V64, orange)"
2026-03-28 21:09:05,691 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [orange, ?V64]
2026-03-28 21:09:05,691 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [orange, ?V64]
2026-03-28 21:09:05,691 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,691 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,692 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
